LABNR,GR,C14AGE,C14STD,C13,COUNTRY,SITE,MAR,MATERIAL,SPECIES,PHASE,LOCUS,SAMPLE,CULTURE,PERIOD,calBC68,calBC95,REGION,LATITUDE,LONGITUDE,INCONGR,NOTICE,REFERENCE,ID
Gd-2775,---,"25200","670",0,Iraq,Nemrik 9,"-",charcoal,---,phase 2,phase 2,---,Nemrikian,EP, 28080 +- 620,29320 - 26840,05.01 Mosul Arbil region,36.73,42.88,---,---,"Pazdur 1992, Koz?owski 1994a, Banadora","2070"
Gd-4215,>,"26000","0",0,Iraq,Nemrik 9,"-",charcoal,---,phase 2,phase 2,---,Nemrikian,ACN,---,---,05.01 Mosul Arbil region,36.73,42.88,---,---,"Pazdur 1992, Koz?owski 1994a","2097"
Gd-4214,>,"27000","0",0,Iraq,Nemrik 9,"-",charcoal,---,phase 4,phase 4,---,Nemrikian,ACN,---,---,05.01 Mosul Arbil region,36.73,42.88,---,---,"Pazdur 1992, Koz?owski 1994a","2096"
Gd-5116,---,"33300","1100",0,Iraq,Nemrik 9,"-",charcoal,---,phase 2,phase 2,---,Nemrikian,EP, 37060 +- 1620,40300 - 33820,05.01 Mosul Arbil region,36.73,42.88,---,Pazdur: NK9/86C,"Pazdur 1992, Koz?owski 1994a","2064"
Gd-2967,>,"37700","0",0,Iraq,Nemrik 9,"-",charcoal,---,phase 4,phase 4,---,Nemrikian,ACN,---,---,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2078"
Gd-5237,>,"40000","0",0,Iraq,Nemrik 9,"-",charcoal,---,phase 4,phase 4,---,Nemrikian,ACN,---,---,05.01 Mosul Arbil region,36.73,42.88,---,---,"Pazdur 1992, Koz?owski 1994a","2117"
P-530,---,"4672","74",0,Iraq,Nippur,"-",n.d.,---,---,---,---,Uruk,CH, 3480 +- 100,3680 - 3280,05.03 Lower Mesopotamia,32.17,45.46,---,---,"Stuckenrath 1963, Renfrew 1978","2174"
MC-2384,---,"5650","90",0,Iraq,Oueili,"-",seeds,grain,---,---,---,Obeid final,CH, 4510 +- 100,4710 - 4310,05.03 Lower Mesopotamia,31.15,46.05,---,---,Banadora,"2322"
MC-2386,---,"5810","100",0,Iraq,Oueili,"-",seeds,grain,niv. 3,niv. 3,---,Obeid final,CH, 4670 +- 120,4910 - 4430,05.03 Lower Mesopotamia,31.15,46.05,---,---,Banadora,"2323"
MC-2382,---,"5980","100",0,Iraq,Oueili,"-",charcoal,---,niv. 1,niv. 1,---,Obeid final,CH, 4880 +- 120,5120 - 4640,05.03 Lower Mesopotamia,31.15,46.05,---,---,Banadora,"2325"
MC-2385,---,"6170","90",0,Iraq,Oueili,"-",charcoal,---,niv. 3,niv. 3,---,Obeid final,CH, 5120 +- 120,5360 - 4880,05.03 Lower Mesopotamia,31.15,46.05,---,---,Banadora,"2324"
MC-2383,---,"6190","90",0,Iraq,Oueili,"-",charcoal,---,niv. 3,niv. 3,---,Obeid final,CH, 5140 +- 120,5380 - 4900,05.03 Lower Mesopotamia,31.15,46.05,---,---,Banadora,"2326"
GifA-89150,---,"6460","140",0,Iraq,Oueili,"-",charcoal,---,E 87 72 1 (V 34) Phase I,E 87 72 1 (V 34) Phase I,---,Obeid 1,CH, 5410 +- 130,5670 - 5150,05.03 Lower Mesopotamia,31.15,46.05,---,---,Huot (ed.) 1996,"2317"
GifA-89149,---,"6680","110",0,Iraq,Oueili,"-",charcoal,---,E 87 49 3 (T 34) fosse anterieure � phase I,E 87 49 3 (T 34) fosse anterieure � phase I,---,Obeid 1,CH, 5610 +- 90,5790 - 5430,05.03 Lower Mesopotamia,31.15,46.05,---,---,Huot (ed.) 1996,"2319"
Ly-4550,---,"6710","160",0,Iraq,Oueili,"1",shell,---,E 87 67 1 (W 34) Phase II,E 87 67 1 (W 34) Phase II,---,Obeid 1,CH,---,---,05.03 Lower Mesopotamia,31.15,46.05,---,---,Huot (ed.) 1996,"2321"
GifA-89173,---,"7320","140",0,Iraq,Oueili,"1",shell,---,E 87 59 1 (U 34) Phase IA,E 87 59 1 (U 34) Phase IA,---,Obeid 0?,CH,---,---,05.03 Lower Mesopotamia,31.15,46.05,---,---,Huot (ed.) 1996,"2318"
GifA-89165,---,"7430","150",0,Iraq,Oueili,"1",shell,---,E 87 64 1 (U 34) phase IB,E 87 64 1 (U 34) phase IB,---,Obeid 0,CH,---,---,05.03 Lower Mesopotamia,31.15,46.05,---,---,"Huot 1991, Bernbeck 1994, Huot (ed.) 1996","2316"
Ly-4549,---,"24470","4700",0,Iraq,Oueili,"-",soil,ashy soil,E 87 67 2 (W 34) Phase II,E 87 67 2 (W 34) Phase II,---,Obeid 1,CH, 26790 +- 5400,37590 - 15990,05.03 Lower Mesopotamia,31.15,46.05,---,---,Huot (ed.) 1996,"2320"
GrN-6415,---,"11590","95",0,Iraq,Palegawra,"-",charcoal,---,"56 I, < 60cm","56 I, < 60cm",---,Zarzian,EP, 11520 +- 120,11760 - 11280,05.02 Samarra Kirkuk region,35.64,45.11,---,---,"Henry and Servello 1974, Koz?owski 1994a","2331"
GrN-6356,---,"13060","110",0,Iraq,Palegawra,"-",charcoal,---,"7A-47A, -80-60cm","7A-47A, -80-60cm",---,Zarzian,EP, 13500 +- 170,13840 - 13160,05.02 Samarra Kirkuk region,35.64,45.11,---,---,"Henry and Servello 1974, Koz?owski 1994a","2328"
UCLA-1714D,---,"13600","460",0,Iraq,Palegawra,"-",bone,collagen,-100-80cm,-100-80cm,---,Zarzian,EP, 14230 +- 640,15510 - 12950,05.02 Samarra Kirkuk region,35.64,45.11,---,"Kozlowski 1994, 261: charcoal","Berger et al. 1973, Henry and Servello 1974, Hole 1987, Koz?owski 1994a","2333"
UCLA-1703D,---,"14210","80",0,Iraq,Palegawra,"-",charcoal,---,-120-100cm,-120-100cm,---,Zarzian,EP, 15040 +- 150,15340 - 14740,05.02 Samarra Kirkuk region,35.64,45.11,---,---,Koz?owski 1994a,"2360"
UCLA-1703A,---,"14350","280",0,Iraq,Palegawra,"-",bone,collagen,---,---,---,Zarzian,EP, 15350 +- 460,16270 - 14430,05.02 Samarra Kirkuk region,35.64,45.11,or 14210 +- 280 BP,---,"Berger et al. 1973, Henry and Servello 1974, Hole 1987","2332"
GrN-6358,---,"14350","280",0,Iraq,Palegawra,"-",charcoal,---,"7C-47B, -120cm","7C-47B, -120cm",---,Zarzian,EP, 15350 +- 460,16270 - 14430,05.02 Samarra Kirkuk region,35.64,45.11,"Kozlowski 1994: 14350 +- 280 BP; 14210 +- 80 BP Banadora? wohl falsch s. UCLA-1703D",---,"Henry and Servello 1974, Koz?owski 1994a","2330"
GrN-6357,---,"14480","75",0,Iraq,Palegawra,"-",charcoal,---,"7B-47C, -100-80cm","7B-47C, -100-80cm",---,Zarzian,EP, 15490 +- 210,15910 - 15070,05.02 Samarra Kirkuk region,35.64,45.11,---,---,"Henry and Servello 1974, Koz?owski 1994a","2329"
OxA-3754,---,"9580","95",0,Iraq,Qermez Dere,"-",n.d.,---,RCK (phase 3),RCK (phase 3),---,PPN,ACN, 8980 +- 170,9320 - 8640,05.01 Mosul Arbil region,36.38,42.45,---,---,Banadora,"2393"
OxA-3757,---,"9640","85",0,Iraq,Qermez Dere,"-",n.d.,---,RDN (phase 6),RDN (phase 6),---,PPN,ACN, 9030 +- 160,9350 - 8710,05.01 Mosul Arbil region,36.38,42.45,---,---,Banadora,"2396"
OxA-3755,---,"9710","85",0,Iraq,Qermez Dere,"-",n.d.,---,RDI (phase VI),RDI (phase VI),---,PPN,ACN, 9080 +- 170,9420 - 8740,05.01 Mosul Arbil region,36.38,42.45,---,---,Banadora,"2394"
OxA-3756,---,"10115","95",0,Iraq,Qermez Dere,"-",n.d.,---,RDM (phase 5),RDM (phase 5),---,PPN,ACN, 9760 +- 240,10240 - 9280,05.01 Mosul Arbil region,36.38,42.45,---,---,Banadora,"2395"
OxA-3752,---,"10145","90",0,Iraq,Qermez Dere,"-",n.d.,---,CBR,CBR,---,PPN,ACN, 9800 +- 230,10260 - 9340,05.01 Mosul Arbil region,36.38,42.45,---,---,Banadora,"2392"
OxA-3753,---,"11990","100",0,Iraq,Qermez Dere,"-",n.d.,---,CBR,CBR,---,PPN,ACN, 11920 +- 110,12140 - 11700,05.01 Mosul Arbil region,36.38,42.45,---,"Banadora: provient, comme OxA-3752, des maisons les plus profondes dans la tranchee Nord",Banadora,"2397"
LOD-184,---,"5579","255",0,Iraq,Saadiya,"-",n.d.,---,Obeid,Obeid,---,Obeid,CH, 4430 +- 290,5010 - 3850,05.03 Lower Mesopotamia,33.95,44.87,---,---,Watkins and Campbell 1987,"2734"
LOD-183,---,"6072","270",0,Iraq,Saadiya,"-",n.d.,---,Obeid,Obeid,---,Obeid,CH, 4980 +- 300,5580 - 4380,05.03 Lower Mesopotamia,33.95,44.87,---,---,Watkins and Campbell 1987,"2735"
P-857,---,"6808","82",0,Iraq,Sawwan I,"-",charcoal,---,"level I, sol de la pi�ce 39, du b�t. T 11 oder Level III?","level I, sol de la pi�ce 39, du b�t. T 11 oder Level III?",---,Hassuna/Samarra,PN, 5720 +- 70,5860 - 5580,05.02 Samarra Kirkuk region,34.12,43.93,---,"Banadora: Sawwan III, date attendue","El-Wailly, F et al. 1965, Stuckenrath and Ralph 1965, Hole 1987, Bernbeck 1994","2528"
BM-1438,---,"6980","59",0,Iraq,Sawwan I,"-",charcoal,---,level III,level III,---,Samarra,PN, 5870 +- 80,6030 - 5710,05.02 Samarra Kirkuk region,34.12,43.93,---,---,"Burleigh et al. 1982a, Bernbeck 1994","2525"
BM-1435,---,"7015","66",0,Iraq,Sawwan I,"-",charcoal,---,level II-III,level II-III,---,Samarra,PN, 5900 +- 80,6060 - 5740,05.02 Samarra Kirkuk region,34.12,43.93,---,---,"Burleigh et al. 1982a, Bernbeck 1994, Banadora","2522"
BM-1437,---,"7037","69",0,Iraq,Sawwan I,"-",charcoal,---,level IIIA,level IIIA,---,Samarra,PN, 5910 +- 70,6050 - 5770,05.02 Samarra Kirkuk region,34.12,43.93,---,---,"Burleigh et al. 1982a, Bernbeck 1994","2524"
BM-1436,---,"7052","57",0,Iraq,Sawwan I,"-",charcoal,---,level IIIA,level IIIA,---,Samarra,PN, 5930 +- 60,6050 - 5810,05.02 Samarra Kirkuk region,34.12,43.93,---,---,"Burleigh et al. 1982a, Bernbeck 1994","2523"
BM-1434,---,"7069","66",0,Iraq,Sawwan I,"-",charcoal,---,level III,level III,---,Samarra,PN, 5940 +- 70,6080 - 5800,05.02 Samarra Kirkuk region,34.12,43.93,---,---,"Burleigh et al. 1982a, Bernbeck 1994","2521"
Pr-180,---,"7246","146",0,Iraq,Sawwan I,"-",n.d.,---,level III,level III,---,Samarra,PN, 6140 +- 150,6440 - 5840,05.02 Samarra Kirkuk region,34.12,43.93,---,---,"Watkins and Campbell 1987, Bernbeck 1994","2529"
P-856,---,"7299","86",0,Iraq,Sawwan I,"-",charcoal,---,"level III, sol 3","level III, sol 3",---,Samarra,PN, 6180 +- 100,6380 - 5980,05.02 Samarra Kirkuk region,34.12,43.93,---,---,"El-Wailly, F et al. 1965, Stuckenrath and Ralph 1965, Hole 1987, Bernbeck 1994","2527"
P-855,---,"7456","73",0,Iraq,Sawwan I,"-",charcoal,---,"level I, sol 2, pi�ce 21 (-3,5 m)","level I, sol 2, pi�ce 21 (-3,5 m)",---,Hassuna/Samarra,PN, 6330 +- 80,6490 - 6170,05.02 Samarra Kirkuk region,34.12,43.93,---,"Banadora: Sawan I, date attendue","El-Wailly, F et al. 1965, Stuckenrath and Ralph 1965, Hole 1987, Bernbeck 1994","2526"
K-960,---,"7300","150",0,Iraq,Shimshara,"-",n.d.,---,niv. 9,niv. 9,---,Hassuna,PN, 6190 +- 150,6490 - 5890,05.02 Samarra Kirkuk region,36.02,45.01,---,"Banadra: au-dessus de K-981, le niveau Neolithique le plus recent","Tauber 1968, Hole 1987, Bernbeck 1994","2562"
K-972,---,"7820","150",0,Iraq,Shimshara,"-",n.d.,---,niv. 11,niv. 11,---,Hassuna,PN, 6750 +- 210,7170 - 6330,05.02 Samarra Kirkuk region,36.02,45.01,---,Banadora: au-dessus de K-951,"Tauber 1968, Hole 1987, Bernbeck 1994","2563"
K-951,---,"7940","150",0,Iraq,Shimshara,"-",n.d.,---,niv. 13,niv. 13,---,Hassuna,PN, 6860 +- 190,7240 - 6480,05.02 Samarra Kirkuk region,36.02,45.01,---,Banadora: les niveaux 13 � 9 surmontent 3 niveaux aceramique et contiennent de la ceramique Hassuna IV-VI,"Tauber 1968, Hole 1987, Bernbeck 1994","2561"
K-981,---,"10030","160",0,Iraq,Shimshara,"-",n.d.,---,niv. 10,niv. 10,---,---,ACN, 9690 +- 290,10270 - 9110,05.02 Samarra Kirkuk region,36.02,45.01,---,"Banadora: au-dessus de K-972, date trop haute","Tauber 1968, Hole 1987, Bernbeck 1994","2564"
IGAN-780,---,"7010","150",0,Iraq,Sotto,"-",n.d.,---,---,---,---,---,PN, 5890 +- 140,6170 - 5610,05.01 Mosul Arbil region,36.28,42.37,---,---,Bader 1989,"2717"
IGAN-774,---,"7150","50",0,Iraq,Sotto,"-",n.d.,---,---,---,---,---,PN, 6020 +- 40,6100 - 5940,05.01 Mosul Arbil region,36.28,42.37,---,---,Bader 1989,"2716"
IGAN-769,---,"7470","60",0,Iraq,Sotto,"-",n.d.,---,---,---,---,---,PN, 6340 +- 70,6480 - 6200,05.01 Mosul Arbil region,36.28,42.37,---,---,Bader 1989,"2715"
TK-199a,---,"6340","390",0,Iraq,Thalathat II,"-",charcoal,---,level XVI,level XVI,---,Nemrikian,ACN, 5210 +- 400,6010 - 4410,05.01 Mosul Arbil region,36.48,42.5,---,---,"Fukai et al. 1981, Koz?owski 1994a","2815"
TK-199b,---,"6680","290",0,Iraq,Thalathat II,"-",charcoal,---,level XVI,level XVI,---,Nemrikian,ACN, 5600 +- 270,6140 - 5060,05.01 Mosul Arbil region,36.48,42.5,---,---,"Fukai et al. 1981, Koz?owski 1994a","2816"
TK-23,---,"7360","100",0,Iraq,Thalathat II,"-",organic material,carbinized herb,level XVI,level XVI,---,Hassuna,PN, 6230 +- 120,6470 - 5990,05.01 Mosul Arbil region,36.48,42.5,---,Banadora: avec ceramique Hassuna et Matarrah,"Sato et al. 1969, Bernbeck 1994, Banadora","2817"
TK-24,---,"7520","120",0,Iraq,Thalathat II,"-",charcoal,charcoal and carbonized herbs,humus noir du niv. XV,humus noir du niv. XV,---,Hassuna,PN, 6370 +- 120,6610 - 6130,05.01 Mosul Arbil region,36.48,42.5,---,---,"Sato et al. 1969, Bernbeck 1994","2818"
TK-198,---,"7800","80",0,Iraq,Thalathat II,"-",n.d.,---,level XV,level XV,---,---,ACN, 6670 +- 120,6910 - 6430,05.01 Mosul Arbil region,36.48,42.5,---,---,"Fukai et al. 1981, Bernbeck 1994","2814"
P-1498,---,"6599","107",0,Iraq,Uqair A,"1",shell,---,---,---,---,---,PN,---,---,05.03 Lower Mesopotamia,32.71,44.93,---,Banadora: le date correspond � Gawra (P-1494) et Uruk (H-138-1-123),Lawn 1973,"2855"
---,---,"4883","85",0,Iraq,Warka,"-",n.d.,---,IVA,IVA,---,Uruk,CH, 3670 +- 100,3870 - 3470,05.03 Lower Mesopotamia,31.28,45.67,Labnumber?,---,"nd, Renfrew 1978","2994"
H-138-123,---,"6070","160",0,Iraq,Warka,"-",organic material,reed,"niv. XVIII (le plus profond dans le sondage l'Eanna), repose sur le sol vierge","niv. XVIII (le plus profond dans le sondage l'Eanna), repose sur le sol vierge",---,Obeid 4,CH, 5000 +- 200,5400 - 4600,05.03 Lower Mesopotamia,31.28,45.67,---,---,"Science 127, 1958","2995"
LE-1070,---,"7040","100",0,Iraq,Yarim Tepe I,"-",n.d.,---,niv. 7-8,niv. 7-8,---,---,PN, 5910 +- 100,6110 - 5710,05.01 Mosul Arbil region,36.31,42.43,---,---,"Merpert et al. 1976, Munchaev et al. 1981, Bernbeck 1994","3015"
LE-1086,---,"7150","90",0,Iraq,Yarim Tepe I,"-",n.d.,---,niv. 7,niv. 7,---,---,PN, 6040 +- 100,6240 - 5840,05.01 Mosul Arbil region,36.31,42.43,---,---,"Merpert et al. 1976, Munchaev et al. 1981, Bernbeck 1994","3016"
LE-1173,---,"6110","110",0,Iraq,Yarim Tepe II,"-",n.d.,---,"niv. VI, -4,20 m","niv. VI, -4,20 m",---,Halaf,CH, 5050 +- 150,5350 - 4750,05.01 Mosul Arbil region,36.32,42.37,---,---,Munchaev et al. 1981,"3022"
LE-1015,---,"6160","130",0,Iraq,Yarim Tepe II,"-",n.d.,---,"niv. III, -1,70 � -1,90 m","niv. III, -1,70 � -1,90 m",---,Halaf,CH, 5100 +- 160,5420 - 4780,05.01 Mosul Arbil region,36.32,42.37,---,---,"Merpert et al. 1981, Bernbeck 1994","3018"
LE-1212,---,"6400","120",0,Iraq,Yarim Tepe II,"-",n.d.,---,"niv. VII, -4,85 � -5,20 m","niv. VII, -4,85 � -5,20 m",---,Halaf,CH, 5360 +- 120,5600 - 5120,05.01 Mosul Arbil region,36.32,42.37,Banadora: date correct?,---,Munchaev et al. 1981,"3020"
LE-1172,---,"6430","80",0,Iraq,Yarim Tepe II,"-",n.d.,---,"niv. VI, -4,40 Xa -4,60 m","niv. VI, -4,40 Xa -4,60 m",---,Halaf,CH, 5400 +- 70,5540 - 5260,05.01 Mosul Arbil region,36.32,42.37,---,---,Munchaev et al. 1981,"3023"
LE-1174,---,"6440","80",0,Iraq,Yarim Tepe II,"-",n.d.,---,"niv. VI, -4,70 m","niv. VI, -4,70 m",---,Halaf,CH, 5410 +- 70,5550 - 5270,05.01 Mosul Arbil region,36.32,42.37,---,---,Munchaev et al. 1981,"3024"
LE-1211,---,"6500","100",0,Iraq,Yarim Tepe II,"-",n.d.,---,"niv. VI, -4,30 m","niv. VI, -4,30 m",---,Halaf,CH, 5460 +- 90,5640 - 5280,05.01 Mosul Arbil region,36.32,42.37,---,---,Munchaev et al. 1981,"3019"
SOAN-1291,---,"6660","40",0,Iraq,Yarim Tepe II,"-",n.d.,---,"niv. VIII, -5,30 � 5,50 m","niv. VIII, -5,30 � 5,50 m",---,Halaf,CH, 5590 +- 40,5670 - 5510,05.01 Mosul Arbil region,36.32,42.37,---,---,Munchaev et al. 1981,"3025"
LE-1011,---,"6790","180",0,Iraq,Yarim Tepe II,"-",n.d.,---,"niv. Viii, entre -5,40 et -5,85 m","niv. Viii, entre -5,40 et -5,85 m",---,Halaf,CH, 5720 +- 160,6040 - 5400,05.01 Mosul Arbil region,36.32,42.37,Banadora: date correct?,---,"Munchaev et al. 1981, Bernbeck 1994","3017"
LE-1012,---,"7170","180",0,Iraq,Yarim Tepe II,"-",n.d.,---,"niv. III, -1,50 m","niv. III, -1,50 m",---,Halaf,CH, 6050 +- 180,6410 - 5690,05.01 Mosul Arbil region,36.32,42.37,---,---,Munchaev et al. 1981,"3021"
W-667,---,"10600","300",0,Iraq,Zawi Chemi Shanidar,"-",charcoal,---,zone B1,zone B1,---,Zarzian,EP, 10420 +- 420,11260 - 9580,05.01 Mosul Arbil region,36.8,44.22,---,Solecki 1963: Proto-Neolithic,"Rubin and Alexander 1960, Solecki, R.S. 1963, Hole 1987, Koz?owski 1994a","2559"
W-681,---,"10800","300",0,Iraq,Zawi Chemi Shanidar,"-",charcoal,---,n� 455,n� 455,---,Zarzian,EP, 10670 +- 380,11430 - 9910,05.01 Mosul Arbil region,36.8,44.22,---,"corrected from 10870 +- 300 BP; Banadora: preceramique, (niveau sans hache) = base","Rubin and Alexander 1960, Hole 1987, Koz?owski 1994a","3066"
W-179,---,"12400","400",0,Iraq,Zawi Chemi Shanidar,"-",charcoal,---,zone B2,zone B2,---,Zarzian,EP, 12570 +- 540,13650 - 11490,05.01 Mosul Arbil region,36.8,44.22,---,---,"Hole and Flannery 1967, Hole 1987, Koz?owski 1994a","2558"
Beta-536,---,"6160","70",0,Syria,Aqab,"-",n.d.,---,---,---,---,---,PN, 5110 +- 100,5310 - 4910,03.03 Khabur region,37.08,40.82,---,---,Watkins and Campbell 1987,"273"
GrN-10589,---,"7465","45",0,Syria,Bouqras,"-",n.d.,---,lev. 3-4,lev. 3-4,---,PPNB,ACN, 6340 +- 60,6460 - 6220,03.04 Deir-es-Zor Mari region,35.03,40.39,---,---,Bernbeck 1994,"530"
GrN-13079,---,"7485","50",0,Syria,Bouqras,"-",n.d.,---,lev. 3-4,lev. 3-4,---,PPNB,ACN, 6350 +- 70,6490 - 6210,03.04 Deir-es-Zor Mari region,35.03,40.39,---,---,Bernbeck 1994,"534"
GrN-13081,---,"7520","50",0,Syria,Bouqras,"-",n.d.,---,lev. 3-4,lev. 3-4,---,PPNB,ACN, 6370 +- 70,6510 - 6230,03.04 Deir-es-Zor Mari region,35.03,40.39,---,---,Bernbeck 1994,"536"
GrN-13082,---,"7530","50",0,Syria,Bouqras,"-",n.d.,---,lev. 3-4,lev. 3-4,---,PPNB,ACN, 6380 +- 70,6520 - 6240,03.04 Deir-es-Zor Mari region,35.03,40.39,---,---,Bernbeck 1994,"537"
GrN-4820,---,"7840","60",0,Syria,Bouqras,"-",charcoal,---,lev. 2,lev. 2,---,PPNB,ACN, 6730 +- 110,6950 - 6510,03.04 Deir-es-Zor Mari region,35.03,40.39,---,"Banadora: niv. II, Neolithique ceramique qui rapelle Catel H�y�k ancien et la Syrie du Nord","Vogel and Waterbolk 1967, Bernbeck 1994","547"
GrN-8264,---,"7860","40",0,Syria,Bouqras,"-",n.d.,---,lev. 2,lev. 2,---,PPNB,ACN, 6730 +- 80,6890 - 6570,03.04 Deir-es-Zor Mari region,35.03,40.39,---,Banadora: rafa�chessement des coupes des sondages de Contenson,"Akkermans et al. 1981, Bernbeck 1994","555"
GrN-13090,---,"7880","60",0,Syria,Bouqras,"-",n.d.,---,lev. 3-4,lev. 3-4,---,PPNB,ACN, 6810 +- 130,7070 - 6550,03.04 Deir-es-Zor Mari region,35.03,40.39,---,---,Bernbeck 1994,"538"
GrN-8260,---,"7905","45",0,Syria,Bouqras,"-",n.d.,---,lev. 5,lev. 5,---,PPNB,ACN, 6830 +- 130,7090 - 6570,03.04 Deir-es-Zor Mari region,35.03,40.39,---,Banadora: rafa�chissement des coupes des sondages de Contenson,"Akkermans et al. 1981, Bernbeck 1994","551"
GrN-8259,---,"7925","40",0,Syria,Bouqras,"-",n.d.,---,lev. 5,lev. 5,---,PPNB,ACN, 6850 +- 130,7110 - 6590,03.04 Deir-es-Zor Mari region,35.03,40.39,---,Banadora: rafa�chissement des coupes des sondages de Contenson,"Akkermans et al. 1981, Bernbeck 1994","550"
GrN-10591,---,"7945","50",0,Syria,Bouqras,"-",n.d.,---,lev. 3-4,lev. 3-4,---,PPNB,ACN, 6860 +- 120,7100 - 6620,03.04 Deir-es-Zor Mari region,35.03,40.39,---,---,Bernbeck 1994,"532"
GrN-4819,---,"7960","55",0,Syria,Bouqras,"-",charcoal,---,lev. 4,lev. 4,---,PPNB,ACN, 6870 +- 120,7110 - 6630,03.04 Deir-es-Zor Mari region,35.03,40.39,---,Banadora: niv. II,"Vogel and Waterbolk 1967, Bernbeck 1994","546"
GrN-13099,---,"8025","50",0,Syria,Bouqras,"-",n.d.,---,lev. 3,lev. 3,---,PPNB,ACN, 6940 +- 110,7160 - 6720,03.04 Deir-es-Zor Mari region,35.03,40.39,---,---,Bernbeck 1994,"539"
GrN-13100,---,"8080","50",0,Syria,Bouqras,"-",n.d.,---,lev. 3,lev. 3,---,PPNB,ACN, 7020 +- 120,7260 - 6780,03.04 Deir-es-Zor Mari region,35.03,40.39,---,---,Bernbeck 1994,"540"
GrN-10592,---,"8110","50",0,Syria,Bouqras,"-",n.d.,---,lev. 10,lev. 10,---,PPNB,ACN, 7120 +- 80,7280 - 6960,03.04 Deir-es-Zor Mari region,35.03,40.39,---,---,Bernbeck 1994,"533"
GrN-8258,---,"8115","40",0,Syria,Bouqras,"-",n.d.,---,lev. 4,lev. 4,---,PPNB,ACN, 7120 +- 60,7240 - 7000,03.04 Deir-es-Zor Mari region,35.03,40.39,---,Banadora: rafa�chissement des coupes des sondages de Contenson,"Akkermans et al. 1981, Bernbeck 1994","549"
GrN-4818,---,"8140","60",0,Syria,Bouqras,"-",charcoal,---,lev. 10,lev. 10,---,PPNB,ACN, 7170 +- 100,7370 - 6970,03.04 Deir-es-Zor Mari region,35.03,40.39,---,Banadora: niv. I (base),"Vogel and Waterbolk 1967, Bernbeck 1994","545"
GrN-8261,---,"8155","45",0,Syria,Bouqras,"-",n.d.,---,lev. 4,lev. 4,---,PPNB,ACN, 7180 +- 90,7360 - 7000,03.04 Deir-es-Zor Mari region,35.03,40.39,---,"Banadora: rafa�chissement des coupes des sondages de Contenson; 2.4 mbs","Akkermans et al. 1981, Bernbeck 1994","552"
GrN-13101,---,"8230","35",0,Syria,Bouqras,"-",n.d.,---,lev. 7,lev. 7,---,PPNB,ACN, 7250 +- 80,7410 - 7090,03.04 Deir-es-Zor Mari region,35.03,40.39,---,---,Bernbeck 1994,"541"
GrN-4852,---,"8240","100",0,Syria,Bouqras,"-",charcoal,---,layer I (lev. 8?),layer I (lev. 8?),---,PPNB,ACN, 7280 +- 150,7580 - 6980,03.04 Deir-es-Zor Mari region,35.03,40.39,---,Banadora: niv. I (sommet),"Vogel and Waterbolk 1967, Bernbeck 1994","548"
GrN-13103,---,"8285","50",0,Syria,Bouqras,"-",n.d.,---,lev. 9,lev. 9,---,PPNB,ACN, 7330 +- 110,7550 - 7110,03.04 Deir-es-Zor Mari region,35.03,40.39,---,---,Bernbeck 1994,"543"
GrN-13104,---,"8300","50",0,Syria,Bouqras,"-",n.d.,---,lev. 9,lev. 9,---,PPNB,ACN, 7350 +- 110,7570 - 7130,03.04 Deir-es-Zor Mari region,35.03,40.39,---,---,Bernbeck 1994,"544"
GrN-8263,---,"8330","80",0,Syria,Bouqras,"-",n.d.,---,lev. 11,lev. 11,---,PPNB,ACN, 7360 +- 120,7600 - 7120,03.04 Deir-es-Zor Mari region,35.03,40.39,---,Banadora: rafa�chissement des coupes des sondages de Contenson,"Akkermans et al. 1981, Bernbeck 1994","554"
GrN-13102,---,"8345","35",0,Syria,Bouqras,"-",n.d.,---,lev. 8,lev. 8,---,PPNB,ACN, 7420 +- 70,7560 - 7280,03.04 Deir-es-Zor Mari region,35.03,40.39,---,---,Bernbeck 1994,"542"
GrN-13080,---,"8365","50",0,Syria,Bouqras,"-",n.d.,---,lev. 3-4,lev. 3-4,---,PPNB,ACN, 7430 +- 70,7570 - 7290,03.04 Deir-es-Zor Mari region,35.03,40.39,---,---,Bernbeck 1994,"535"
GrN-8262,---,"8380","45",0,Syria,Bouqras,"-",charcoal,---,lev. 9,lev. 9,---,PPNB,ACN, 7450 +- 70,7590 - 7310,03.04 Deir-es-Zor Mari region,35.03,40.39,---,Banadora: rafa�chissement des coupes des sondages de Contenson,"Akkermans et al. 1981, Bernbeck 1994","553"
GrN-10590,---,"12230","190",0,Syria,Bouqras,"-",n.d.,---,lev. 3-4,lev. 3-4,---,PPNB,ACN, 12330 +- 330,12990 - 11670,03.04 Deir-es-Zor Mari region,35.03,40.39,---,---,Bernbeck 1994,"531"
P-1487,---,"6665","77",0,Syria,Chagar Bazar,"-",soil,ash,"niv. 11-12, phase Halaf","niv. 11-12, phase Halaf",---,Halaf,CH, 5590 +- 60,5710 - 5470,03.03 Khabur region,36.88,40.93,---,Banadora: pre-traitement � la soude (NaOH),"Lawn 1973, Bernbeck 1994, Chataigner 1995","718"
